Total Nacional;Comunidades y Ciudades Autónomas;Producto consumido;Período;Total
Total nacional;Navarra Comunidad Foral de;Fueloil;2001;12726
Total nacional;Navarra Comunidad Foral de;Otros productos petrolíferos;2001;5609
Total nacional;Navarra Comunidad Foral de;Gas;2001;46586
Total nacional;Navarra Comunidad Foral de;Electricidad;2001;108758
Total nacional;Navarra Comunidad Foral de;Otros consumos energéticos;2001;4609
Total nacional;Navarra Comunidad Foral de;Total consumos energéticos;2001;215826
Total nacional;País Vasco;Carbón y derivados;2001;21042
Total nacional;País Vasco;Gasóleo;2001;39911
Total nacional;País Vasco;Fueloil;2001;19830
Total nacional;País Vasco;Otros productos petrolíferos;2001;11070
Total nacional;País Vasco;Gas;2001;197392
Total nacional;País Vasco;Electricidad;2001;399591
Total nacional;País Vasco;Otros consumos energéticos;2001;32015
Total nacional;País Vasco;Total consumos energéticos;2001;720850
Total nacional;Rioja La;Carbón y derivados;2001;178
Total nacional;Rioja La;Gasóleo;2001;10227
Total nacional;Rioja La;Fueloil;2001;3838
Total nacional;Rioja La;Otros productos petrolíferos;2001;1063
Total nacional;Rioja La;Gas;2001;10763
Total nacional;Rioja La;Electricidad;2001;27515
Total nacional;Rioja La;Otros consumos energéticos;2001;617
Total nacional;Rioja La;Total consumos energéticos;2001;54201
Total nacional;;Carbón y derivados;2003;174507
Total nacional;;Gasóleo;2003;748768
Total nacional;;Fueloil;2003;440786
Total nacional;;Otros productos petrolíferos;2003;183306
Total nacional;;Gas;2003;1683659
Total nacional;;Electricidad;2003;3633775
Total nacional;;Otros consumos energéticos;2003;220627
Total nacional;;Total consumos energéticos;2003;7085427
Total nacional;Andalucía;Carbón y derivados;2003;23988
Total nacional;Andalucía;Gasóleo;2003;106296
Total nacional;Andalucía;Fueloil;2003;38830
Total nacional;Andalucía;Otros productos petrolíferos;2003;15521
Total nacional;Andalucía;Gas;2003;160742
Total nacional;Andalucía;Electricidad;2003;322571
Total nacional;Andalucía;Otros consumos energéticos;2003;23889
Total nacional;Andalucía;Total consumos energéticos;2003;691836
Total nacional;Aragón;Carbón y derivados;2003;7710
Total nacional;Aragón;Gasóleo;2003;35183
Total nacional;Aragón;Fueloil;2003;16895
Total nacional;Aragón;Otros productos petrolíferos;2003;8870
Total nacional;Aragón;Gas;2003;107378
Total nacional;Aragón;Electricidad;2003;154430
Total nacional;Aragón;Otros consumos energéticos;2003;8010
Total nacional;Aragón;Total consumos energéticos;2003;338476
Total nacional;Asturias Principado de;Carbón y derivados;2003;13533
Total nacional;Asturias Principado de;Gasóleo;2003;15626
Total nacional;Asturias Principado de;Fueloil;2003;19200
Total nacional;Asturias Principado de;Otros productos petrolíferos;2003;5795
Total nacional;Asturias Principado de;Gas;2003;69157
Total nacional;Asturias Principado de;Electricidad;2003;188575
Total nacional;Asturias Principado de;Otros consumos energéticos;2003;4834
Total nacional;Asturias Principado de;Total consumos energéticos;2003;316720
Total nacional;Balears Illes;Carbón y derivados;2003;3291
Total nacional;Balears Illes;Gasóleo;2003;5836
Total nacional;Balears Illes;Fueloil;2003;1132
Total nacional;Balears Illes;Otros productos petrolíferos;2003;815
Total nacional;Balears Illes;Gas;2003;4260
Total nacional;Balears Illes;Electricidad;2003;13478
Total nacional;Balears Illes;Otros consumos energéticos;2003;319
Total nacional;Balears Illes;Total consumos energéticos;2003;29131
Total nacional;Canarias;Carbón y derivados;2003;2091
Total nacional;Canarias;Gasóleo;2003;11416
Total nacional;Canarias;Fueloil;2003;4255
Total nacional;Canarias;Otros productos petrolíferos;2003;3045
Total nacional;Canarias;Gas;2003;3655
Total nacional;Canarias;Electricidad;2003;29855
Total nacional;Canarias;Otros consumos energéticos;2003;820
Total nacional;Canarias;Total consumos energéticos;2003;55137
Total nacional;Cantabria;Carbón y derivados;2003;7007
Total nacional;Cantabria;Gasóleo;2003;13810
Total nacional;Cantabria;Fueloil;2003;4547
Total nacional;Cantabria;Otros productos petrolíferos;2003;1964
Total nacional;Cantabria;Gas;2003;34525
Total nacional;Cantabria;Electricidad;2003;84774
Total nacional;Cantabria;Otros consumos energéticos;2003;10879
Total nacional;Cantabria;Total consumos energéticos;2003;157505
Total nacional;Castilla y León;Carbón y derivados;2003;12059
Total nacional;Castilla y León;Gasóleo;2003;63758
Total nacional;Castilla y León;Fueloil;2003;22943
Total nacional;Castilla y León;Otros productos petrolíferos;2003;8043
Total nacional;Castilla y León;Gas;2003;118664
Total nacional;Castilla y León;Electricidad;2003;205464
Total nacional;Castilla y León;Otros consumos energéticos;2003;11754
Total nacional;Castilla y León;Total consumos energéticos;2003;442684
Total nacional;Castilla - La Mancha;Carbón y derivados;2003;11188
Total nacional;Castilla - La Mancha;Gasóleo;2003;39201
Total nacional;Castilla - La Mancha;Fueloil;2003;20212
Total nacional;Castilla - La Mancha;Otros productos petrolíferos;2003;10514
Total nacional;Castilla - La Mancha;Gas;2003;88255
Total nacional;Castilla - La Mancha;Electricidad;2003;153395
Total nacional;Castilla - La Mancha;Otros consumos energéticos;2003;8399
Total nacional;Castilla - La Mancha;Total consumos energéticos;2003;331164
Total nacional;Cataluña;Carbón y derivados;2003;28315
Total nacional;Cataluña;Gasóleo;2003;127129
Total nacional;Cataluña;Fueloil;2003;61264
Total nacional;Cataluña;Otros productos petrolíferos;2003;45046
Total nacional;Cataluña;Gas;2003;317767
Total nacional;Cataluña;Electricidad;2003;884729
Total nacional;Cataluña;Otros consumos energéticos;2003;63306
Total nacional;Cataluña;Total consumos energéticos;2003;1527556
Total nacional;Comunitat Valenciana;Carbón y derivados;2003;19548
Total nacional;Comunitat Valenciana;Gasóleo;2003;96361
Total nacional;Comunitat Valenciana;Fueloil;2003;29252
Total nacional;Comunitat Valenciana;Otros productos petrolíferos;2003;24778
Total nacional;Comunitat Valenciana;Gas;2003;370830
Total nacional;Comunitat Valenciana;Electricidad;2003;413756
Total nacional;Comunitat Valenciana;Otros consumos energéticos;2003;24899
Total nacional;Comunitat Valenciana;Total consumos energéticos;2003;979423
Total nacional;Extremadura;Carbón y derivados;2003;60
Total nacional;Extremadura;Gasóleo;2003;10897
Total nacional;Extremadura;Fueloil;2003;9069
Total nacional;Extremadura;Otros productos petrolíferos;2003;1481
Total nacional;Extremadura;Gas;2003;13309
Total nacional;Extremadura;Electricidad;2003;35328
Total nacional;Extremadura;Otros consumos energéticos;2003;1001
Total nacional;Extremadura;Total consumos energéticos;2003;71145
Total nacional;Galicia;Carbón y derivados;2003;6477
Total nacional;Galicia;Gasóleo;2003;61867
Total nacional;Galicia;Fueloil;2003;155242
Total nacional;Galicia;Otros productos petrolíferos;2003;22035
Total nacional;Galicia;Gas;2003;41682
Total nacional;Galicia;Electricidad;2003;211268
Total nacional;Galicia;Otros consumos energéticos;2003;9542
Total nacional;Galicia;Total consumos energéticos;2003;508114
Total nacional;Madrid Comunidad de;Carbón y derivados;2003;10835
Total nacional;Madrid Comunidad de;Gasóleo;2003;51550
Total nacional;Madrid Comunidad de;Fueloil;2003;19243
Total nacional;Madrid Comunidad de;Otros productos petrolíferos;2003;12456
Total nacional;Madrid Comunidad de;Gas;2003;91164
Total nacional;Madrid Comunidad de;Electricidad;2003;258347
Total nacional;Madrid Comunidad de;Otros consumos energéticos;2003;9254
Total nacional;Madrid Comunidad de;Total consumos energéticos;2003;452848
Total nacional;Murcia Región de;Carbón y derivados;2003;3078
Total nacional;Murcia Región de;Gasóleo;2003;37227
Total nacional;Murcia Región de;Fueloil;2003;6830
Total nacional;Murcia Región de;Otros productos petrolíferos;2003;4555
Total nacional;Murcia Región de;Gas;2003;16453
Total nacional;Murcia Región de;Electricidad;2003;84651
Total nacional;Murcia Región de;Otros consumos energéticos;2003;11173
Total nacional;Murcia Región de;Total consumos energéticos;2003;163967
Total nacional;Navarra Comunidad Foral de;Carbón y derivados;2003;10682
Total nacional;Navarra Comunidad Foral de;Gasóleo;2003;20627
Total nacional;Navarra Comunidad Foral de;Fueloil;2003;12359
Total nacional;Navarra Comunidad Foral de;Otros productos petrolíferos;2003;7225
Total nacional;Navarra Comunidad Foral de;Gas;2003;47434
Total nacional;Navarra Comunidad Foral de;Electricidad;2003;117218
Total nacional;Navarra Comunidad Foral de;Otros consumos energéticos;2003;4525
Total nacional;Navarra Comunidad Foral de;Total consumos energéticos;2003;220069
Total nacional;País Vasco;Carbón y derivados;2003;13238
Total nacional;País Vasco;Gasóleo;2003;40166
Total nacional;País Vasco;Fueloil;2003;16074
Total nacional;País Vasco;Otros productos petrolíferos;2003;9621
Total nacional;País Vasco;Gas;2003;187434
Total nacional;País Vasco;Electricidad;2003;446656
Total nacional;País Vasco;Otros consumos energéticos;2003;27483
Total nacional;País Vasco;Total consumos energéticos;2003;740673
Total nacional;Rioja La;Carbón y derivados;2003;1407
Total nacional;Rioja La;Gasóleo;2003;11820
Total nacional;Rioja La;Fueloil;2003;3439
Total nacional;Rioja La;Otros productos petrolíferos;2003;1541
Total nacional;Rioja La;Gas;2003;10952
Total nacional;Rioja La;Electricidad;2003;29279
Total nacional;Rioja La;Otros consumos energéticos;2003;540
Total nacional;Rioja La;Total consumos energéticos;2003;58978
Total nacional;;Carbón y derivados;2005;205937
Total nacional;;Gasóleo;2005;1088513
Total nacional;;Fueloil;2005;410866
Total nacional;;Otros productos petrolíferos;2005;191264
Total nacional;;Gas;2005;1992278
Total nacional;;Electricidad;2005;3916243
Total nacional;;Otros consumos energéticos;2005;372399
Total nacional;;Total consumos energéticos;2005;8177499
Total nacional;Andalucía;Carbón y derivados;2005;28098
Total nacional;Andalucía;Gasóleo;2005;147026
Total nacional;Andalucía;Fueloil;2005;49317
Total nacional;Andalucía;Otros productos petrolíferos;2005;26391
Total nacional;Andalucía;Gas;2005;168672
Total nacional;Andalucía;Electricidad;2005;369164
Total nacional;Andalucía;Otros consumos energéticos;2005;47242
Total nacional;Andalucía;Total consumos energéticos;2005;835909
Total nacional;Aragón;Carbón y derivados;2005;8718
Total nacional;Aragón;Gasóleo;2005;49829
Total nacional;Aragón;Fueloil;2005;12149
Total nacional;Aragón;Otros productos petrolíferos;2005;10583
Total nacional;Aragón;Gas;2005;123267
Total nacional;Aragón;Electricidad;2005;160663
Total nacional;Aragón;Otros consumos energéticos;2005;9083
Total nacional;Aragón;Total consumos energéticos;2005;374291
Total nacional;Asturias Principado de;Carbón y derivados;2005;17176
Total nacional;Asturias Principado de;Gasóleo;2005;21768
Total nacional;Asturias Principado de;Fueloil;2005;17781
Total nacional;Asturias Principado de;Otros productos petrolíferos;2005;6826
Total nacional;Asturias Principado de;Gas;2005;65475
Total nacional;Asturias Principado de;Electricidad;2005;213024
Total nacional;Asturias Principado de;Otros consumos energéticos;2005;32758
Total nacional;Asturias Principado de;Total consumos energéticos;2005;374809
Total nacional;Balears Illes;Carbón y derivados;2005;3428
Total nacional;Balears Illes;Gasóleo;2005;7596
Total nacional;Balears Illes;Fueloil;2005;1405
Total nacional;Balears Illes;Otros productos petrolíferos;2005;1251
Total nacional;Balears Illes;Gas;2005;6463
Total nacional;Balears Illes;Electricidad;2005;15828
Total nacional;Balears Illes;Otros consumos energéticos;2005;675
Total nacional;Balears Illes;Total consumos energéticos;2005;36647
Total nacional;Canarias;Carbón y derivados;2005;2216
Total nacional;Canarias;Gasóleo;2005;22266
Total nacional;Canarias;Fueloil;2005;8416
Total nacional;Canarias;Otros productos petrolíferos;2005;3926
Total nacional;Canarias;Gas;2005;2744
Total nacional;Canarias;Electricidad;2005;30295
Total nacional;Canarias;Otros consumos energéticos;2005;900
Total nacional;Canarias;Total consumos energéticos;2005;70763
Total nacional;Cantabria;Carbón y derivados;2005;5325
Total nacional;Cantabria;Gasóleo;2005;18532
Total nacional;Cantabria;Fueloil;2005;5890
Total nacional;Cantabria;Otros productos petrolíferos;2005;3402
Total nacional;Cantabria;Gas;2005;43164
Total nacional;Cantabria;Electricidad;2005;95368
Total nacional;Cantabria;Otros consumos energéticos;2005;16252
Total nacional;Cantabria;Total consumos energéticos;2005;187934
Total nacional;Castilla y León;Carbón y derivados;2005;10525
Total nacional;Castilla y León;Gasóleo;2005;95142
Total nacional;Castilla y León;Fueloil;2005;13754
Total nacional;Castilla y León;Otros productos petrolíferos;2005;16837
Total nacional;Castilla y León;Gas;2005;114108
Total nacional;Castilla y León;Electricidad;2005;223851
Total nacional;Castilla y León;Otros consumos energéticos;2005;30904
Total nacional;Castilla y León;Total consumos energéticos;2005;505121
Total nacional;Castilla - La Mancha;Carbón y derivados;2005;14283
Total nacional;Castilla - La Mancha;Gasóleo;2005;73464
Total nacional;Castilla - La Mancha;Fueloil;2005;21159
Total nacional;Castilla - La Mancha;Otros productos petrolíferos;2005;9178
Total nacional;Castilla - La Mancha;Gas;2005;105280
Total nacional;Castilla - La Mancha;Electricidad;2005;166009
Total nacional;Castilla - La Mancha;Otros consumos energéticos;2005;20783
Total nacional;Castilla - La Mancha;Total consumos energéticos;2005;410156
Total nacional;Cataluña;Carbón y derivados;2005;45219
Total nacional;Cataluña;Gasóleo;2005;187854
Total nacional;Cataluña;Fueloil;2005;49721
Total nacional;Cataluña;Otros productos petrolíferos;2005;39336
Total nacional;Cataluña;Gas;2005;410064
Total nacional;Cataluña;Electricidad;2005;905874
Total nacional;Cataluña;Otros consumos energéticos;2005;104160
Total nacional;Cataluña;Total consumos energéticos;2005;1742229
Total nacional;Comunitat Valenciana;Carbón y derivados;2005;17913
Total nacional;Comunitat Valenciana;Gasóleo;2005;117592
Total nacional;Comunitat Valenciana;Fueloil;2005;31689
Total nacional;Comunitat Valenciana;Otros productos petrolíferos;2005;17977
Total nacional;Comunitat Valenciana;Gas;2005;446915
Total nacional;Comunitat Valenciana;Electricidad;2005;421639
Total nacional;Comunitat Valenciana;Otros consumos energéticos;2005;25012
Total nacional;Comunitat Valenciana;Total consumos energéticos;2005;1078736
Total nacional;Extremadura;Carbón y derivados;2005;1757
Total nacional;Extremadura;Gasóleo;2005;23743
Total nacional;Extremadura;Fueloil;2005;11773
Total nacional;Extremadura;Otros productos petrolíferos;2005;1566
Total nacional;Extremadura;Gas;2005;11401
Total nacional;Extremadura;Electricidad;2005;45430
Total nacional;Extremadura;Otros consumos energéticos;2005;640
Total nacional;Extremadura;Total consumos energéticos;2005;96308
Total nacional;Galicia;Carbón y derivados;2005;22131
Total nacional;Galicia;Gasóleo;2005;106241
Total nacional;Galicia;Fueloil;2005;123932
Total nacional;Galicia;Otros productos petrolíferos;2005;10719
Total nacional;Galicia;Gas;2005;51856
Total nacional;Galicia;Electricidad;2005;301522
Total nacional;Galicia;Otros consumos energéticos;2005;11960
Total nacional;Galicia;Total consumos energéticos;2005;628360
Total nacional;Madrid Comunidad de;Carbón y derivados;2005;7236
Total nacional;Madrid Comunidad de;Gasóleo;2005;77880
Total nacional;Madrid Comunidad de;Fueloil;2005;20102
Total nacional;Madrid Comunidad de;Otros productos petrolíferos;2005;18261
Total nacional;Madrid Comunidad de;Gas;2005;97800
Total nacional;Madrid Comunidad de;Electricidad;2005;260970
Total nacional;Madrid Comunidad de;Otros consumos energéticos;2005;20619
Total nacional;Madrid Comunidad de;Total consumos energéticos;2005;502866
Total nacional;Murcia Región de;Carbón y derivados;2005;2713
Total nacional;Murcia Región de;Gasóleo;2005;49493
Total nacional;Murcia Región de;Fueloil;2005;11016
Total nacional;Murcia Región de;Otros productos petrolíferos;2005;6574
Total nacional;Murcia Región de;Gas;2005;22688
Total nacional;Murcia Región de;Electricidad;2005;95388
Total nacional;Murcia Región de;Otros consumos energéticos;2005;5708
Total nacional;Murcia Región de;Total consumos energéticos;2005;193579
Total nacional;Navarra Comunidad Foral de;Carbón y derivados;2005;6355
Total nacional;Navarra Comunidad Foral de;Gasóleo;2005;22580
Total nacional;Navarra Comunidad Foral de;Fueloil;2005;10961
Total nacional;Navarra Comunidad Foral de;Otros productos petrolíferos;2005;4040
Total nacional;Navarra Comunidad Foral de;Gas;2005;72135
Total nacional;Navarra Comunidad Foral de;Electricidad;2005;122109
Total nacional;Navarra Comunidad Foral de;Otros consumos energéticos;2005;6478
Total nacional;Navarra Comunidad Foral de;Total consumos energéticos;2005;244659
Total nacional;País Vasco;Carbón y derivados;2005;10470
Total nacional;País Vasco;Gasóleo;2005;55672
Total nacional;País Vasco;Fueloil;2005;18795
Total nacional;País Vasco;Otros productos petrolíferos;2005;12784
Total nacional;País Vasco;Gas;2005;233147
Total nacional;País Vasco;Electricidad;2005;455342
Total nacional;País Vasco;Otros consumos energéticos;2005;37690
Total nacional;País Vasco;Total consumos energéticos;2005;823899
Total nacional;Rioja La;Carbón y derivados;2005;2374
Total nacional;Rioja La;Gasóleo;2005;11835
Total nacional;Rioja La;Fueloil;2005;3007
Total nacional;Rioja La;Otros productos petrolíferos;2005;1614
Total nacional;Rioja La;Gas;2005;17099
Total nacional;Rioja La;Electricidad;2005;33768
Total nacional;Rioja La;Otros consumos energéticos;2005;1536
Total nacional;Rioja La;Total consumos energéticos;2005;71234
Total nacional;;Carbón y derivados;2007;295188
Total nacional;;Gasóleo;2007;1295537
Total nacional;;Fueloil;2007;369185
Total nacional;;Otros productos petrolíferos;2007;261056
Total nacional;;Gas;2007;3047604
Total nacional;;Electricidad;2007;5302029
Total nacional;;Otros consumos energéticos;2007;409404
Total nacional;;Total consumos energéticos;2007;10980004
Total nacional;Andalucía;Carbón y derivados;2007;36063
Total nacional;Andalucía;Gasóleo;2007;176289
Total nacional;Andalucía;Fueloil;2007;46225
Total nacional;Andalucía;Otros productos petrolíferos;2007;42518
Total nacional;Andalucía;Gas;2007;303951
Total nacional;Andalucía;Electricidad;2007;560513
Total nacional;Andalucía;Otros consumos energéticos;2007;62872
Total nacional;Andalucía;Total consumos energéticos;2007;1228432
Total nacional;Aragón;Carbón y derivados;2007;10073
Total nacional;Aragón;Gasóleo;2007;60551
Total nacional;Aragón;Fueloil;2007;11998
Total nacional;Aragón;Otros productos petrolíferos;2007;12154
Total nacional;Aragón;Gas;2007;236466
Total nacional;Aragón;Electricidad;2007;222562
Total nacional;Aragón;Otros consumos energéticos;2007;11824
Total nacional;Aragón;Total consumos energéticos;2007;565628
Total nacional;Asturias Principado de;Carbón y derivados;2007;28538
Total nacional;Asturias Principado de;Gasóleo;2007;29891
Total nacional;Asturias Principado de;Fueloil;2007;22356
Total nacional;Asturias Principado de;Otros productos petrolíferos;2007;9614
Total nacional;Asturias Principado de;Gas;2007;87664
Total nacional;Asturias Principado de;Electricidad;2007;249654
Total nacional;Asturias Principado de;Otros consumos energéticos;2007;35656
Total nacional;Asturias Principado de;Total consumos energéticos;2007;463371
Total nacional;Balears Illes;Carbón y derivados;2007;4228
Total nacional;Balears Illes;Gasóleo;2007;9926
Total nacional;Balears Illes;Fueloil;2007;1450
Total nacional;Balears Illes;Otros productos petrolíferos;2007;658
Total nacional;Balears Illes;Gas;2007;9551
Total nacional;Balears Illes;Electricidad;2007;19992
Total nacional;Balears Illes;Otros consumos energéticos;2007;1643
Total nacional;Balears Illes;Total consumos energéticos;2007;47448
Total nacional;Canarias;Carbón y derivados;2007;2793
Total nacional;Canarias;Gasóleo;2007;23049
Total nacional;Canarias;Fueloil;2007;8762
Total nacional;Canarias;Otros productos petrolíferos;2007;8519
Total nacional;Canarias;Gas;2007;9375
Total nacional;Canarias;Electricidad;2007;52240
Total nacional;Canarias;Otros consumos energéticos;2007;2817
Total nacional;Canarias;Total consumos energéticos;2007;107556
Total nacional;Cantabria;Carbón y derivados;2007;10790
Total nacional;Cantabria;Gasóleo;2007;21270
Total nacional;Cantabria;Fueloil;2007;4308
Total nacional;Cantabria;Otros productos petrolíferos;2007;3082
Total nacional;Cantabria;Gas;2007;61641
Total nacional;Cantabria;Electricidad;2007;114561
Total nacional;Cantabria;Otros consumos energéticos;2007;16659
Total nacional;Cantabria;Total consumos energéticos;2007;232312
Total nacional;Castilla y León;Carbón y derivados;2007;17874
Total nacional;Castilla y León;Gasóleo;2007;112867
Total nacional;Castilla y León;Fueloil;2007;18146
Total nacional;Castilla y León;Otros productos petrolíferos;2007;25108
Total nacional;Castilla y León;Gas;2007;187985
Total nacional;Castilla y León;Electricidad;2007;339232
Total nacional;Castilla y León;Otros consumos energéticos;2007;31553
Total nacional;Castilla y León;Total consumos energéticos;2007;732764
Total nacional;Castilla - La Mancha;Carbón y derivados;2007;14472
Total nacional;Castilla - La Mancha;Gasóleo;2007;101113
Total nacional;Castilla - La Mancha;Fueloil;2007;15222
Total nacional;Castilla - La Mancha;Otros productos petrolíferos;2007;20892
Total nacional;Castilla - La Mancha;Gas;2007;182476
Total nacional;Castilla - La Mancha;Electricidad;2007;244518
Total nacional;Castilla - La Mancha;Otros consumos energéticos;2007;15175
Total nacional;Castilla - La Mancha;Total consumos energéticos;2007;593869
Total nacional;Cataluña;Carbón y derivados;2007;71794
Total nacional;Cataluña;Gasóleo;2007;201675
Total nacional;Cataluña;Fueloil;2007;35739
Total nacional;Cataluña;Otros productos petrolíferos;2007;47347
Total nacional;Cataluña;Gas;2007;610838
Total nacional;Cataluña;Electricidad;2007;1121362
Total nacional;Cataluña;Otros consumos energéticos;2007;79816
Total nacional;Cataluña;Total consumos energéticos;2007;2168571
Total nacional;Comunitat Valenciana;Carbón y derivados;2007;31443
Total nacional;Comunitat Valenciana;Gasóleo;2007;147323
Total nacional;Comunitat Valenciana;Fueloil;2007;16913
Total nacional;Comunitat Valenciana;Otros productos petrolíferos;2007;20591
Total nacional;Comunitat Valenciana;Gas;2007;635001
Total nacional;Comunitat Valenciana;Electricidad;2007;549767
Total nacional;Comunitat Valenciana;Otros consumos energéticos;2007;32922
Total nacional;Comunitat Valenciana;Total consumos energéticos;2007;1433959
Total nacional;Extremadura;Carbón y derivados;2007;3286
Total nacional;Extremadura;Gasóleo;2007;20944
Total nacional;Extremadura;Fueloil;2007;6092
Total nacional;Extremadura;Otros productos petrolíferos;2007;3053
Total nacional;Extremadura;Gas;2007;27895
Total nacional;Extremadura;Electricidad;2007;61699
Total nacional;Extremadura;Otros consumos energéticos;2007;1061
Total nacional;Extremadura;Total consumos energéticos;2007;124030
Total nacional;Galicia;Carbón y derivados;2007;9739
Total nacional;Galicia;Gasóleo;2007;129938
Total nacional;Galicia;Fueloil;2007;130977
Total nacional;Galicia;Otros productos petrolíferos;2007;13877
Total nacional;Galicia;Gas;2007;72248
Total nacional;Galicia;Electricidad;2007;391402
Total nacional;Galicia;Otros consumos energéticos;2007;24052
Total nacional;Galicia;Total consumos energéticos;2007;772233
Total nacional;Madrid Comunidad de;Carbón y derivados;2007;16190
Total nacional;Madrid Comunidad de;Gasóleo;2007;98233
Total nacional;Madrid Comunidad de;Fueloil;2007;21367
Total nacional;Madrid Comunidad de;Otros productos petrolíferos;2007;21811
Total nacional;Madrid Comunidad de;Gas;2007;149768
Total nacional;Madrid Comunidad de;Electricidad;2007;361019
Total nacional;Madrid Comunidad de;Otros consumos energéticos;2007;27535
Total nacional;Madrid Comunidad de;Total consumos energéticos;2007;695922
Total nacional;Murcia Región de;Carbón y derivados;2007;2576
Total nacional;Murcia Región de;Gasóleo;2007;54676
Total nacional;Murcia Región de;Fueloil;2007;8563
Total nacional;Murcia Región de;Otros productos petrolíferos;2007;6992
Total nacional;Murcia Región de;Gas;2007;45356
Total nacional;Murcia Región de;Electricidad;2007;142947
Total nacional;Murcia Región de;Otros consumos energéticos;2007;3713
Total nacional;Murcia Región de;Total consumos energéticos;2007;264823
Total nacional;Navarra Comunidad Foral de;Carbón y derivados;2007;9168
Total nacional;Navarra Comunidad Foral de;Gasóleo;2007;27054
Total nacional;Navarra Comunidad Foral de;Fueloil;2007;9246
Total nacional;Navarra Comunidad Foral de;Otros productos petrolíferos;2007;10293
Total nacional;Navarra Comunidad Foral de;Gas;2007;92378
Total nacional;Navarra Comunidad Foral de;Electricidad;2007;171966
Total nacional;Navarra Comunidad Foral de;Otros consumos energéticos;2007;4978
Total nacional;Navarra Comunidad Foral de;Total consumos energéticos;2007;325083
Total nacional;País Vasco;Carbón y derivados;2007;24235
Total nacional;País Vasco;Gasóleo;2007;64103
Total nacional;País Vasco;Fueloil;2007;8116
Total nacional;País Vasco;Otros productos petrolíferos;2007;12646
Total nacional;País Vasco;Gas;2007;314792
Total nacional;País Vasco;Electricidad;2007;650571
Total nacional;País Vasco;Otros consumos energéticos;2007;55454
Total nacional;País Vasco;Total consumos energéticos;2007;1129918
Total nacional;Rioja La;Carbón y derivados;2007;1925
Total nacional;Rioja La;Gasóleo;2007;16634
Total nacional;Rioja La;Fueloil;2007;3704
Total nacional;Rioja La;Otros productos petrolíferos;2007;1901
Total nacional;Rioja La;Gas;2007;20219
Total nacional;Rioja La;Electricidad;2007;48024
Total nacional;Rioja La;Otros consumos energéticos;2007;1675
Total nacional;Rioja La;Total consumos energéticos;2007;94083
