Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Forma jurídica;Número de sociedades y capital (en miles de euros);Periodo;Total
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2014;19465
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2013;259513
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2012;99676
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2011;830293
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2010;50519
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2009;54977
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2008;79301
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2007;228309
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2006;135601
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2005;120648
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2004;300777
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2003;240227
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2002;148877
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2001;123060
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) suscrito;2000;103799
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2023;17708
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2022;3495
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2021;12377
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2020;10124
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2019;3941
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2018;7685
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2017;14751
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2016;8168
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2015;7397
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2014;18612
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2013;258325
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2012;79275
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2011;814137
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2010;37796
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2009;32659
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2008;35828
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2007;73751
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2006;95938
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2005;69553
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2004;219146
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2003;174503
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2002;133220
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2001;95649
Total Nacional;01 Andalucía;;SA;capital (en miles de euros) desembolsado;2000;3300851
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2023;19205
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2022;17178
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2021;17467
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2020;13633
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2019;15522
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2018;15989
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2017;15346
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2016;16650
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2015;15846
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2014;15495
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2013;15346
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2012;14334
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2011;13890
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2010;12393
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2009;12634
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2008;15678
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2007;23036
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2006;24056
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2005;23199
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2004;22176
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2003;20608
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2002;19006
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2001;17145
Total Nacional;01 Andalucía;;SL;Número de Sociedades;2000;16421
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2023;896962
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2022;781915
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2021;657895
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2020;609458
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2019;553759
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2018;703498
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2017;624511
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2016;704893
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2015;675892
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2014;712527
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2013;701998
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2012;828796
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2011;718502
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2010;354388
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2009;456556
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2008;696288
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2007;1546170
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2006;981152
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2005;973668
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2004;828516
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2003;787267
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2002;707160
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2001;727697
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) suscrito;2000;636562
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2023;896962
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2022;781915
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2021;657895
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2020;609458
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2019;553759
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2018;703498
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2017;624511
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2016;704893
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2015;675892
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2014;712527
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2013;701998
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2012;828796
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2011;718502
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2010;354388
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2009;456556
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2008;696288
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2007;1546170
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2006;981152
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2005;967668
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2004;828516
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2003;787267
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2002;707160
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2001;727697
Total Nacional;01 Andalucía;;SL;capital (en miles de euros) desembolsado;2000;95506363
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2023;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2022;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2021;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2020;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2019;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2018;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2017;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2016;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2015;2
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2014;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2013;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2012;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2011;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2010;10
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2009;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2008;6
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2007;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2006;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2005;2
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2004;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2003;2
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2002;5
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2001;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;Número de Sociedades;2000;13
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2023;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2022;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2021;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2020;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2019;6
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2018;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2017;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2016;9
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2015;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2014;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2013;5
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2012;2
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2011;10001
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2010;9
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2009;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2008;18
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2007;132
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2006;6
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2005;133
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2004;25
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2003;272
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2002;382
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2001;43
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) suscrito;2000;402
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2023;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2022;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2021;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2020;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2019;6
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2018;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2017;3
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2016;9
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2015;1
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2014;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2013;5
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2012;2
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2011;10001
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2010;9
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2009;0
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2008;18
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2007;132
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2006;6
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2005;133
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2004;25
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2003;272
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2002;382
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2001;43
Total Nacional;01 Andalucía;;S COM, S COM PA y SC;capital (en miles de euros) desembolsado;2000;4
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2023;1499
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2022;1377
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2021;1501
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2020;1233
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2019;1330
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2018;1344
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2017;1492
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2016;1508
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2015;1512
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2014;1483
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2013;1474
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2012;1347
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2011;1264
Total Nacional;01 Andalucía;04 Almería;Total;Número de Sociedades;2010;1123
