Clase de disolución;Comunidades y Ciudades Autónomas;Periodo;Total
Total;05 Canarias;1996M12;""
Total;05 Canarias;1996M11;""
Total;05 Canarias;1996M10;""
Total;05 Canarias;1996M09;""
Total;05 Canarias;1996M08;""
Total;05 Canarias;1996M07;""
Total;05 Canarias;1996M06;""
Total;05 Canarias;1996M05;""
Total;05 Canarias;1996M04;""
Total;05 Canarias;1996M03;""
Total;05 Canarias;1996M02;""
Total;05 Canarias;1996M01;""
Total;05 Canarias;1995M12;""
Total;05 Canarias;1995M11;""
Total;05 Canarias;1995M10;""
Total;05 Canarias;1995M09;""
Total;05 Canarias;1995M08;""
Total;05 Canarias;1995M07;""
Total;05 Canarias;1995M06;""
Total;05 Canarias;1995M05;""
Total;05 Canarias;1995M04;""
Total;05 Canarias;1995M03;""
Total;05 Canarias;1995M02;""
Total;05 Canarias;1995M01;""
Total;06 Cantabria;2025M05;22
Total;06 Cantabria;2025M04;24
Total;06 Cantabria;2025M03;27
Total;06 Cantabria;2025M02;40
Total;06 Cantabria;2025M01;50
Total;06 Cantabria;2024M12;31
Total;06 Cantabria;2024M11;13
Total;06 Cantabria;2024M10;24
Total;06 Cantabria;2024M09;16
Total;06 Cantabria;2024M08;15
Total;06 Cantabria;2024M07;15
Total;06 Cantabria;2024M06;11
Total;06 Cantabria;2024M05;22
Total;06 Cantabria;2024M04;22
Total;06 Cantabria;2024M03;17
Total;06 Cantabria;2024M02;57
Total;06 Cantabria;2024M01;37
Total;06 Cantabria;2023M12;32
Total;06 Cantabria;2023M11;31
Total;06 Cantabria;2023M10;20
Total;06 Cantabria;2023M09;11
Total;06 Cantabria;2023M08;13
Total;06 Cantabria;2023M07;21
Total;06 Cantabria;2023M06;16
Total;06 Cantabria;2023M05;15
Total;06 Cantabria;2023M04;13
Total;06 Cantabria;2023M03;35
Total;06 Cantabria;2023M02;26
Total;06 Cantabria;2023M01;35
Total;06 Cantabria;2022M12;39
Total;06 Cantabria;2022M11;24
Total;06 Cantabria;2022M10;20
Total;06 Cantabria;2022M09;20
Total;06 Cantabria;2022M08;19
Total;06 Cantabria;2022M07;12
Total;06 Cantabria;2022M06;17
Total;06 Cantabria;2022M05;26
Total;06 Cantabria;2022M04;13
Total;06 Cantabria;2022M03;39
Total;06 Cantabria;2022M02;34
Total;06 Cantabria;2022M01;43
Total;06 Cantabria;2021M12;38
Total;06 Cantabria;2021M11;21
Total;06 Cantabria;2021M10;11
Total;06 Cantabria;2021M09;16
Total;06 Cantabria;2021M08;11
Total;06 Cantabria;2021M07;8
Total;06 Cantabria;2021M06;19
Total;06 Cantabria;2021M05;24
Total;06 Cantabria;2021M04;15
Total;06 Cantabria;2021M03;23
Total;06 Cantabria;2021M02;33
Total;06 Cantabria;2021M01;41
Total;06 Cantabria;2020M12;22
Total;06 Cantabria;2020M11;16
Total;06 Cantabria;2020M10;9
Total;06 Cantabria;2020M09;11
Total;06 Cantabria;2020M08;17
Total;06 Cantabria;2020M07;10
Total;06 Cantabria;2020M06;17
Total;06 Cantabria;2020M05;2
Total;06 Cantabria;2020M04;4
Total;06 Cantabria;2020M03;24
Total;06 Cantabria;2020M02;29
Total;06 Cantabria;2020M01;48
Total;06 Cantabria;2019M12;22
Total;06 Cantabria;2019M11;24
Total;06 Cantabria;2019M10;15
Total;06 Cantabria;2019M09;25
Total;06 Cantabria;2019M08;10
Total;06 Cantabria;2019M07;18
Total;06 Cantabria;2019M06;13
Total;06 Cantabria;2019M05;19
Total;06 Cantabria;2019M04;19
Total;06 Cantabria;2019M03;18
Total;06 Cantabria;2019M02;24
Total;06 Cantabria;2019M01;39
Total;06 Cantabria;2018M12;36
Total;06 Cantabria;2018M11;22
Total;06 Cantabria;2018M10;14
Total;06 Cantabria;2018M09;5
Total;06 Cantabria;2018M08;21
Total;06 Cantabria;2018M07;6
Total;06 Cantabria;2018M06;14
Total;06 Cantabria;2018M05;17
Total;06 Cantabria;2018M04;21
Total;06 Cantabria;2018M03;26
Total;06 Cantabria;2018M02;33
Total;06 Cantabria;2018M01;45
Total;06 Cantabria;2017M12;22
Total;06 Cantabria;2017M11;12
Total;06 Cantabria;2017M10;17
Total;06 Cantabria;2017M09;17
Total;06 Cantabria;2017M08;10
Total;06 Cantabria;2017M07;20
Total;06 Cantabria;2017M06;12
Total;06 Cantabria;2017M05;25
Total;06 Cantabria;2017M04;15
Total;06 Cantabria;2017M03;24
Total;06 Cantabria;2017M02;30
Total;06 Cantabria;2017M01;52
Total;06 Cantabria;2016M12;40
Total;06 Cantabria;2016M11;28
Total;06 Cantabria;2016M10;19
Total;06 Cantabria;2016M09;14
Total;06 Cantabria;2016M08;21
Total;06 Cantabria;2016M07;11
Total;06 Cantabria;2016M06;14
Total;06 Cantabria;2016M05;13
Total;06 Cantabria;2016M04;19
Total;06 Cantabria;2016M03;24
Total;06 Cantabria;2016M02;17
Total;06 Cantabria;2016M01;26
Total;06 Cantabria;2015M12;22
Total;06 Cantabria;2015M11;21
Total;06 Cantabria;2015M10;18
Total;06 Cantabria;2015M09;19
Total;06 Cantabria;2015M08;10
Total;06 Cantabria;2015M07;13
Total;06 Cantabria;2015M06;11
Total;06 Cantabria;2015M05;13
Total;06 Cantabria;2015M04;11
Total;06 Cantabria;2015M03;22
Total;06 Cantabria;2015M02;30
Total;06 Cantabria;2015M01;27
Total;06 Cantabria;2014M12;20
Total;06 Cantabria;2014M11;17
Total;06 Cantabria;2014M10;12
Total;06 Cantabria;2014M09;17
Total;06 Cantabria;2014M08;7
Total;06 Cantabria;2014M07;17
Total;06 Cantabria;2014M06;25
Total;06 Cantabria;2014M05;28
Total;06 Cantabria;2014M04;25
Total;06 Cantabria;2014M03;30
Total;06 Cantabria;2014M02;31
Total;06 Cantabria;2014M01;31
Total;06 Cantabria;2013M12;36
Total;06 Cantabria;2013M11;23
Total;06 Cantabria;2013M10;32
Total;06 Cantabria;2013M09;16
Total;06 Cantabria;2013M08;19
Total;06 Cantabria;2013M07;19
Total;06 Cantabria;2013M06;12
Total;06 Cantabria;2013M05;26
Total;06 Cantabria;2013M04;32
Total;06 Cantabria;2013M03;43
Total;06 Cantabria;2013M02;33
Total;06 Cantabria;2013M01;40
Total;06 Cantabria;2012M12;28
Total;06 Cantabria;2012M11;25
Total;06 Cantabria;2012M10;28
Total;06 Cantabria;2012M09;19
Total;06 Cantabria;2012M08;19
Total;06 Cantabria;2012M07;17
Total;06 Cantabria;2012M06;20
Total;06 Cantabria;2012M05;43
Total;06 Cantabria;2012M04;33
Total;06 Cantabria;2012M03;26
Total;06 Cantabria;2012M02;26
Total;06 Cantabria;2012M01;41
Total;06 Cantabria;2011M12;25
Total;06 Cantabria;2011M11;17
Total;06 Cantabria;2011M10;24
Total;06 Cantabria;2011M09;20
Total;06 Cantabria;2011M08;8
Total;06 Cantabria;2011M07;10
Total;06 Cantabria;2011M06;13
Total;06 Cantabria;2011M05;25
Total;06 Cantabria;2011M04;16
Total;06 Cantabria;2011M03;22
Total;06 Cantabria;2011M02;27
Total;06 Cantabria;2011M01;33
Total;06 Cantabria;2010M12;25
Total;06 Cantabria;2010M11;15
Total;06 Cantabria;2010M10;11
Total;06 Cantabria;2010M09;15
Total;06 Cantabria;2010M08;5
Total;06 Cantabria;2010M07;8
Total;06 Cantabria;2010M06;24
Total;06 Cantabria;2010M05;12
Total;06 Cantabria;2010M04;17
Total;06 Cantabria;2010M03;21
Total;06 Cantabria;2010M02;14
Total;06 Cantabria;2010M01;28
Total;06 Cantabria;2009M12;27
Total;06 Cantabria;2009M11;12
Total;06 Cantabria;2009M10;12
Total;06 Cantabria;2009M09;13
Total;06 Cantabria;2009M08;12
Total;06 Cantabria;2009M07;9
Total;06 Cantabria;2009M06;13
Total;06 Cantabria;2009M05;16
Total;06 Cantabria;2009M04;13
Total;06 Cantabria;2009M03;18
Total;06 Cantabria;2009M02;30
Total;06 Cantabria;2009M01;23
Total;06 Cantabria;2008M12;23
Total;06 Cantabria;2008M11;20
Total;06 Cantabria;2008M10;19
Total;06 Cantabria;2008M09;13
Total;06 Cantabria;2008M08;11
Total;06 Cantabria;2008M07;10
Total;06 Cantabria;2008M06;8
Total;06 Cantabria;2008M05;18
Total;06 Cantabria;2008M04;16
Total;06 Cantabria;2008M03;15
Total;06 Cantabria;2008M02;30
Total;06 Cantabria;2008M01;22
Total;06 Cantabria;2007M12;""
Total;06 Cantabria;2007M11;""
Total;06 Cantabria;2007M10;""
Total;06 Cantabria;2007M09;""
Total;06 Cantabria;2007M08;""
Total;06 Cantabria;2007M07;""
Total;06 Cantabria;2007M06;""
Total;06 Cantabria;2007M05;""
Total;06 Cantabria;2007M04;""
Total;06 Cantabria;2007M03;""
Total;06 Cantabria;2007M02;""
Total;06 Cantabria;2007M01;""
Total;06 Cantabria;2006M12;""
Total;06 Cantabria;2006M11;""
Total;06 Cantabria;2006M10;""
Total;06 Cantabria;2006M09;""
Total;06 Cantabria;2006M08;""
Total;06 Cantabria;2006M07;""
Total;06 Cantabria;2006M06;""
Total;06 Cantabria;2006M05;""
Total;06 Cantabria;2006M04;""
Total;06 Cantabria;2006M03;""
Total;06 Cantabria;2006M02;""
Total;06 Cantabria;2006M01;""
Total;06 Cantabria;2005M12;""
Total;06 Cantabria;2005M11;""
Total;06 Cantabria;2005M10;""
Total;06 Cantabria;2005M09;""
Total;06 Cantabria;2005M08;""
Total;06 Cantabria;2005M07;""
Total;06 Cantabria;2005M06;""
Total;06 Cantabria;2005M05;""
Total;06 Cantabria;2005M04;""
Total;06 Cantabria;2005M03;""
Total;06 Cantabria;2005M02;""
Total;06 Cantabria;2005M01;""
Total;06 Cantabria;2004M12;""
Total;06 Cantabria;2004M11;""
Total;06 Cantabria;2004M10;""
Total;06 Cantabria;2004M09;""
Total;06 Cantabria;2004M08;""
Total;06 Cantabria;2004M07;""
Total;06 Cantabria;2004M06;""
Total;06 Cantabria;2004M05;""
Total;06 Cantabria;2004M04;""
Total;06 Cantabria;2004M03;""
Total;06 Cantabria;2004M02;""
Total;06 Cantabria;2004M01;""
Total;06 Cantabria;2003M12;""
Total;06 Cantabria;2003M11;""
Total;06 Cantabria;2003M10;""
Total;06 Cantabria;2003M09;""
Total;06 Cantabria;2003M08;""
Total;06 Cantabria;2003M07;""
Total;06 Cantabria;2003M06;""
Total;06 Cantabria;2003M05;""
Total;06 Cantabria;2003M04;""
Total;06 Cantabria;2003M03;""
Total;06 Cantabria;2003M02;""
Total;06 Cantabria;2003M01;""
Total;06 Cantabria;2002M12;""
Total;06 Cantabria;2002M11;""
Total;06 Cantabria;2002M10;""
Total;06 Cantabria;2002M09;""
Total;06 Cantabria;2002M08;""
Total;06 Cantabria;2002M07;""
Total;06 Cantabria;2002M06;""
Total;06 Cantabria;2002M05;""
Total;06 Cantabria;2002M04;""
Total;06 Cantabria;2002M03;""
Total;06 Cantabria;2002M02;""
Total;06 Cantabria;2002M01;""
Total;06 Cantabria;2001M12;""
Total;06 Cantabria;2001M11;""
Total;06 Cantabria;2001M10;""
Total;06 Cantabria;2001M09;""
Total;06 Cantabria;2001M08;""
Total;06 Cantabria;2001M07;""
Total;06 Cantabria;2001M06;""
Total;06 Cantabria;2001M05;""
Total;06 Cantabria;2001M04;""
Total;06 Cantabria;2001M03;""
Total;06 Cantabria;2001M02;""
Total;06 Cantabria;2001M01;""
Total;06 Cantabria;2000M12;""
Total;06 Cantabria;2000M11;""
Total;06 Cantabria;2000M10;""
Total;06 Cantabria;2000M09;""
Total;06 Cantabria;2000M08;""
Total;06 Cantabria;2000M07;""
Total;06 Cantabria;2000M06;""
Total;06 Cantabria;2000M05;""
Total;06 Cantabria;2000M04;""
Total;06 Cantabria;2000M03;""
Total;06 Cantabria;2000M02;""
Total;06 Cantabria;2000M01;""
Total;06 Cantabria;1999M12;""
Total;06 Cantabria;1999M11;""
Total;06 Cantabria;1999M10;""
Total;06 Cantabria;1999M09;""
Total;06 Cantabria;1999M08;""
Total;06 Cantabria;1999M07;""
Total;06 Cantabria;1999M06;""
Total;06 Cantabria;1999M05;""
Total;06 Cantabria;1999M04;""
Total;06 Cantabria;1999M03;""
Total;06 Cantabria;1999M02;""
Total;06 Cantabria;1999M01;""
Total;06 Cantabria;1998M12;""
Total;06 Cantabria;1998M11;""
Total;06 Cantabria;1998M10;""
Total;06 Cantabria;1998M09;""
Total;06 Cantabria;1998M08;""
Total;06 Cantabria;1998M07;""
Total;06 Cantabria;1998M06;""
Total;06 Cantabria;1998M05;""
Total;06 Cantabria;1998M04;""
Total;06 Cantabria;1998M03;""
Total;06 Cantabria;1998M02;""
Total;06 Cantabria;1998M01;""
Total;06 Cantabria;1997M12;""
Total;06 Cantabria;1997M11;""
Total;06 Cantabria;1997M10;""
Total;06 Cantabria;1997M09;""
Total;06 Cantabria;1997M08;""
Total;06 Cantabria;1997M07;""
Total;06 Cantabria;1997M06;""
Total;06 Cantabria;1997M05;""
Total;06 Cantabria;1997M04;""
Total;06 Cantabria;1997M03;""
Total;06 Cantabria;1997M02;""
Total;06 Cantabria;1997M01;""
Total;06 Cantabria;1996M12;""
Total;06 Cantabria;1996M11;""
Total;06 Cantabria;1996M10;""
Total;06 Cantabria;1996M09;""
Total;06 Cantabria;1996M08;""
Total;06 Cantabria;1996M07;""
Total;06 Cantabria;1996M06;""
Total;06 Cantabria;1996M05;""
Total;06 Cantabria;1996M04;""
Total;06 Cantabria;1996M03;""
Total;06 Cantabria;1996M02;""
Total;06 Cantabria;1996M01;""
Total;06 Cantabria;1995M12;""
Total;06 Cantabria;1995M11;""
Total;06 Cantabria;1995M10;""
Total;06 Cantabria;1995M09;""
Total;06 Cantabria;1995M08;""
Total;06 Cantabria;1995M07;""
Total;06 Cantabria;1995M06;""
Total;06 Cantabria;1995M05;""
Total;06 Cantabria;1995M04;""
Total;06 Cantabria;1995M03;""
Total;06 Cantabria;1995M02;""
Total;06 Cantabria;1995M01;""
Total;07 Castilla y León;2025M05;77
Total;07 Castilla y León;2025M04;68
Total;07 Castilla y León;2025M03;83
Total;07 Castilla y León;2025M02;119
Total;07 Castilla y León;2025M01;203
Total;07 Castilla y León;2024M12;147
Total;07 Castilla y León;2024M11;98
Total;07 Castilla y León;2024M10;94
Total;07 Castilla y León;2024M09;59
Total;07 Castilla y León;2024M08;52
Total;07 Castilla y León;2024M07;75
Total;07 Castilla y León;2024M06;77
Total;07 Castilla y León;2024M05;65
Total;07 Castilla y León;2024M04;81
Total;07 Castilla y León;2024M03;74
Total;07 Castilla y León;2024M02;126
Total;07 Castilla y León;2024M01;219
Total;07 Castilla y León;2023M12;140
Total;07 Castilla y León;2023M11;112
Total;07 Castilla y León;2023M10;95
Total;07 Castilla y León;2023M09;68
Total;07 Castilla y León;2023M08;52
Total;07 Castilla y León;2023M07;72
Total;07 Castilla y León;2023M06;72
Total;07 Castilla y León;2023M05;87
Total;07 Castilla y León;2023M04;89
Total;07 Castilla y León;2023M03;139
Total;07 Castilla y León;2023M02;116
Total;07 Castilla y León;2023M01;185
Total;07 Castilla y León;2022M12;172
Total;07 Castilla y León;2022M11;103
Total;07 Castilla y León;2022M10;72
Total;07 Castilla y León;2022M09;62
Total;07 Castilla y León;2022M08;74
Total;07 Castilla y León;2022M07;71
Total;07 Castilla y León;2022M06;87
Total;07 Castilla y León;2022M05;68
Total;07 Castilla y León;2022M04;68
Total;07 Castilla y León;2022M03;78
Total;07 Castilla y León;2022M02;125
Total;07 Castilla y León;2022M01;189
Total;07 Castilla y León;2021M12;178
Total;07 Castilla y León;2021M11;83
Total;07 Castilla y León;2021M10;65
Total;07 Castilla y León;2021M09;64
Total;07 Castilla y León;2021M08;45
Total;07 Castilla y León;2021M07;69
Total;07 Castilla y León;2021M06;80
Total;07 Castilla y León;2021M05;86
Total;07 Castilla y León;2021M04;86
Total;07 Castilla y León;2021M03;115
Total;07 Castilla y León;2021M02;130
Total;07 Castilla y León;2021M01;140
Total;07 Castilla y León;2020M12;150
Total;07 Castilla y León;2020M11;84
Total;07 Castilla y León;2020M10;70
Total;07 Castilla y León;2020M09;68
Total;07 Castilla y León;2020M08;42
Total;07 Castilla y León;2020M07;76
Total;07 Castilla y León;2020M06;46
Total;07 Castilla y León;2020M05;11
Total;07 Castilla y León;2020M04;21
Total;07 Castilla y León;2020M03;60
Total;07 Castilla y León;2020M02;106
Total;07 Castilla y León;2020M01;203
Total;07 Castilla y León;2019M12;148
Total;07 Castilla y León;2019M11;83
Total;07 Castilla y León;2019M10;72
Total;07 Castilla y León;2019M09;70
Total;07 Castilla y León;2019M08;52
Total;07 Castilla y León;2019M07;59
Total;07 Castilla y León;2019M06;52
Total;07 Castilla y León;2019M05;76
Total;07 Castilla y León;2019M04;79
Total;07 Castilla y León;2019M03;93
Total;07 Castilla y León;2019M02;101
Total;07 Castilla y León;2019M01;175
Total;07 Castilla y León;2018M12;142
Total;07 Castilla y León;2018M11;93
Total;07 Castilla y León;2018M10;67
Total;07 Castilla y León;2018M09;48
Total;07 Castilla y León;2018M08;48
Total;07 Castilla y León;2018M07;49
Total;07 Castilla y León;2018M06;49
Total;07 Castilla y León;2018M05;83
Total;07 Castilla y León;2018M04;59
Total;07 Castilla y León;2018M03;77
Total;07 Castilla y León;2018M02;97
Total;07 Castilla y León;2018M01;167
Total;07 Castilla y León;2017M12;170
Total;07 Castilla y León;2017M11;92
Total;07 Castilla y León;2017M10;57
Total;07 Castilla y León;2017M09;54
Total;07 Castilla y León;2017M08;76
Total;07 Castilla y León;2017M07;48
Total;07 Castilla y León;2017M06;64
Total;07 Castilla y León;2017M05;72
Total;07 Castilla y León;2017M04;47
Total;07 Castilla y León;2017M03;87
Total;07 Castilla y León;2017M02;116
Total;07 Castilla y León;2017M01;160
Total;07 Castilla y León;2016M12;163
Total;07 Castilla y León;2016M11;114
Total;07 Castilla y León;2016M10;68
Total;07 Castilla y León;2016M09;65
Total;07 Castilla y León;2016M08;42
Total;07 Castilla y León;2016M07;75
Total;07 Castilla y León;2016M06;69
Total;07 Castilla y León;2016M05;64
Total;07 Castilla y León;2016M04;76
Total;07 Castilla y León;2016M03;90
Total;07 Castilla y León;2016M02;101
Total;07 Castilla y León;2016M01;157
Total;07 Castilla y León;2015M12;178
Total;07 Castilla y León;2015M11;77
Total;07 Castilla y León;2015M10;73
Total;07 Castilla y León;2015M09;69
Total;07 Castilla y León;2015M08;57
Total;07 Castilla y León;2015M07;74
Total;07 Castilla y León;2015M06;64
Total;07 Castilla y León;2015M05;70
Total;07 Castilla y León;2015M04;60
Total;07 Castilla y León;2015M03;104
Total;07 Castilla y León;2015M02;122
Total;07 Castilla y León;2015M01;141
Total;07 Castilla y León;2014M12;127
Total;07 Castilla y León;2014M11;87
Total;07 Castilla y León;2014M10;94
Total;07 Castilla y León;2014M09;66
Total;07 Castilla y León;2014M08;55
Total;07 Castilla y León;2014M07;69
Total;07 Castilla y León;2014M06;63
Total;07 Castilla y León;2014M05;73
Total;07 Castilla y León;2014M04;81
Total;07 Castilla y León;2014M03;111
Total;07 Castilla y León;2014M02;106
Total;07 Castilla y León;2014M01;170
Total;07 Castilla y León;2013M12;141
Total;07 Castilla y León;2013M11;115
Total;07 Castilla y León;2013M10;91
Total;07 Castilla y León;2013M09;82
Total;07 Castilla y León;2013M08;60
Total;07 Castilla y León;2013M07;93
Total;07 Castilla y León;2013M06;74
Total;07 Castilla y León;2013M05;98
Total;07 Castilla y León;2013M04;104
Total;07 Castilla y León;2013M03;96
Total;07 Castilla y León;2013M02;157
Total;07 Castilla y León;2013M01;201
Total;07 Castilla y León;2012M12;129
Total;07 Castilla y León;2012M11;99
Total;07 Castilla y León;2012M10;93
Total;07 Castilla y León;2012M09;59
Total;07 Castilla y León;2012M08;75
Total;07 Castilla y León;2012M07;79
Total;07 Castilla y León;2012M06;113
Total;07 Castilla y León;2012M05;106
Total;07 Castilla y León;2012M04;66
Total;07 Castilla y León;2012M03;100
Total;07 Castilla y León;2012M02;154
Total;07 Castilla y León;2012M01;124
Total;07 Castilla y León;2011M12;117
Total;07 Castilla y León;2011M11;103
Total;07 Castilla y León;2011M10;62
Total;07 Castilla y León;2011M09;63
Total;07 Castilla y León;2011M08;36
Total;07 Castilla y León;2011M07;72
Total;07 Castilla y León;2011M06;67
Total;07 Castilla y León;2011M05;94
Total;07 Castilla y León;2011M04;66
Total;07 Castilla y León;2011M03;102
Total;07 Castilla y León;2011M02;123
Total;07 Castilla y León;2011M01;147
Total;07 Castilla y León;2010M12;112
Total;07 Castilla y León;2010M11;88
Total;07 Castilla y León;2010M10;62
Total;07 Castilla y León;2010M09;53
Total;07 Castilla y León;2010M08;36
Total;07 Castilla y León;2010M07;47
Total;07 Castilla y León;2010M06;56
Total;07 Castilla y León;2010M05;50
Total;07 Castilla y León;2010M04;54
Total;07 Castilla y León;2010M03;78
Total;07 Castilla y León;2010M02;189
Total;07 Castilla y León;2010M01;196
Total;07 Castilla y León;2009M12;118
Total;07 Castilla y León;2009M11;52
Total;07 Castilla y León;2009M10;92
Total;07 Castilla y León;2009M09;61
Total;07 Castilla y León;2009M08;42
Total;07 Castilla y León;2009M07;58
Total;07 Castilla y León;2009M06;72
Total;07 Castilla y León;2009M05;65
Total;07 Castilla y León;2009M04;65
Total;07 Castilla y León;2009M03;60
Total;07 Castilla y León;2009M02;91
Total;07 Castilla y León;2009M01;106
Total;07 Castilla y León;2008M12;98
Total;07 Castilla y León;2008M11;70
Total;07 Castilla y León;2008M10;41
Total;07 Castilla y León;2008M09;54
Total;07 Castilla y León;2008M08;29
Total;07 Castilla y León;2008M07;56
Total;07 Castilla y León;2008M06;33
Total;07 Castilla y León;2008M05;43
Total;07 Castilla y León;2008M04;54
Total;07 Castilla y León;2008M03;56
Total;07 Castilla y León;2008M02;98
Total;07 Castilla y León;2008M01;109
Total;07 Castilla y León;2007M12;""
Total;07 Castilla y León;2007M11;""
Total;07 Castilla y León;2007M10;""
Total;07 Castilla y León;2007M09;""
Total;07 Castilla y León;2007M08;""
Total;07 Castilla y León;2007M07;""
Total;07 Castilla y León;2007M06;""
Total;07 Castilla y León;2007M05;""
Total;07 Castilla y León;2007M04;""
Total;07 Castilla y León;2007M03;""
Total;07 Castilla y León;2007M02;""
Total;07 Castilla y León;2007M01;""
Total;07 Castilla y León;2006M12;""
Total;07 Castilla y León;2006M11;""
Total;07 Castilla y León;2006M10;""
Total;07 Castilla y León;2006M09;""
Total;07 Castilla y León;2006M08;""
Total;07 Castilla y León;2006M07;""
Total;07 Castilla y León;2006M06;""
Total;07 Castilla y León;2006M05;""
Total;07 Castilla y León;2006M04;""
Total;07 Castilla y León;2006M03;""
Total;07 Castilla y León;2006M02;""
Total;07 Castilla y León;2006M01;""
Total;07 Castilla y León;2005M12;""
Total;07 Castilla y León;2005M11;""
Total;07 Castilla y León;2005M10;""
Total;07 Castilla y León;2005M09;""
Total;07 Castilla y León;2005M08;""
Total;07 Castilla y León;2005M07;""
Total;07 Castilla y León;2005M06;""
