TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,AEROPUERTO_ORIGEN#es,AEROPUERTO_ORIGEN#ca,AEROPUERTO_ORIGEN_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,7.30,Valor normal,Valor normal,A,,,,
06/2019,06/2019,2019-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,81.34,Valor normal,Valor normal,A,,,,
06/2019,06/2019,2019-M06,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2019,06/2019,2019-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.37,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,40.33,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,18.67,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,41.00,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.51,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.40,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.93,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,80.73,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2019,05/2019,2019-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,8.34,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,39.34,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,12.24,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,48.41,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,4.70,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,95.17,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,14.52,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,71.67,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
04/2019,04/2019,2019-M04,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,13.81,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,49.37,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,8.02,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,42.61,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,7.76,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,91.95,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
03/2019,03/2019,2019-M03,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,28.86,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,49.39,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
03/2019,03/2019,2019-M03,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,21.75,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,53.99,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,4.95,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,41.06,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,19.40,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,79.89,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
02/2019,02/2019,2019-M02,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,38.99,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,37.46,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
02/2019,02/2019,2019-M02,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,23.55,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,55.09,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,6.44,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,38.47,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,18.91,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,80.26,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.82,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,42.51,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,32.12,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2019,01/2019,2019-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,25.37,Valor normal,Valor normal,A,,,,
2018,2018,2018,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.74,Valor normal,Valor normal,A,,,,
2018,2018,2018,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,16.59,Valor normal,Valor normal,A,,,,
2018,2018,2018,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
2018,2018,2018,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,48.67,Valor normal,Valor normal,A,,,,
2018,2018,2018,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.14,Valor normal,Valor normal,A,,,,
2018,2018,2018,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.68,Valor normal,Valor normal,A,,,,
2018,2018,2018,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
2018,2018,2018,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.18,Valor normal,Valor normal,A,,,,
2018,2018,2018,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.56,Valor normal,Valor normal,A,,,,
2018,2018,2018,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,75.33,Valor normal,Valor normal,A,,,,
2018,2018,2018,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
2018,2018,2018,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,13.10,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,56.35,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,9.93,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,33.73,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,26.16,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,73.25,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
12/2018,12/2018,2018-M12,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,43.50,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,36.87,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2018,12/2018,2018-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,19.63,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,49.45,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,11.66,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,38.88,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,15.48,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,83.76,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
11/2018,11/2018,2018-M11,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,35.70,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,40.85,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2018,11/2018,2018-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,23.45,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.18,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,14.37,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,51.45,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.16,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.68,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
10/2018,10/2018,2018-M10,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.14,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,78.17,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2018,10/2018,2018-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.70,Valor normal,Valor normal,A,,,,
09/2018,09/2018,2018-M09,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,27.15,Valor normal,Valor normal,A,,,,
09/2018,09/2018,2018-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,20.09,Valor normal,Valor normal,A,,,,
