MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,TIPOS_ALOJAMIENTO#es,TIPOS_ALOJAMIENTO#ca,TIPOS_ALOJAMIENTO_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,08/2022,08/2022,2022-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,247844,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2022,08/2022,2022-M08,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,7.17,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2022,08/2022,2022-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,20150,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2022,08/2022,2022-M08,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-25.12,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,08/2022,08/2022,2022-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2423329,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,08/2022,08/2022,2022-M08,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,52.78,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,69648,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,109.06,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,109443,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,-19.99,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Total,Total,_T,2836060,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Total,Total,_T,52.97,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,2062569,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,82.51,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,361194,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,-5.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,342648,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,10.41,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,219601,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,-0.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,32150,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,45.81,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,07/2022,07/2022,2022-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2474866,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,07/2022,07/2022,2022-M07,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,67.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,76809,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,368.58,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,93369,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,6.25,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Total,Total,_T,2426455,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Total,Total,_T,157.52,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1780261,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,239.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,316083,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,44.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,253302,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,38.82,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,178319,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,49.05,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,44395,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,313.37,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,06/2022,06/2022,2022-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,2110373,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,06/2022,06/2022,2022-M06,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,191.49,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,70348,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,1160.44,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,92940,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,44.17,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Total,Total,_T,1899179,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Total,Total,_T,297.92,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,1399894,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,559.90,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,235008,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,57.71,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,193929,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,75.44,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,136461,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,75.21,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,5607,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,-15.93,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,05/2022,05/2022,2022-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,1664171,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,05/2022,05/2022,2022-M05,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,406.97,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,63494,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,4497.71,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,157498,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,306.91,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Total,Total,_T,1307664,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Total,Total,_T,695.78,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,544841,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,907.37,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,419754,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,404.22,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,279576,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,991.69,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,245425,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,484.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,16830,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,568.22,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,04/2022,04/2022,2022-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,887911,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,04/2022,04/2022,2022-M04,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,995.16,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,15766,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,73238,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,124.90,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Total,Total,_T,428510,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Total,Total,_T,331.18,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,174338,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,583.55,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,184157,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Alojamiento turístico de no mercado,Allotjament turístic de no mercat,NO_MERCADO,181.80,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,54250,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Alojamiento en alquiler,Allotjament de lloguer,VIVIENDA_VACACIONAL,655.28,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,100926,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Vivienda de familiares y amigos,Habitatge de familiars i amics,VIV_FAMILIARES_AMIGOS,218.39,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,9993,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Otro alojamiento turístico de no mercado,Un altre allotjament turístic de no mercat,NO_MERCADO_O,819.36,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,03/2022,03/2022,2022-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,244353,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,03/2022,03/2022,2022-M03,Alojamiento turísticos de mercado,Allotjament turístic de mercat,MERCADO,618.03,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2022,02/2022,2022-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,1485,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2022,02/2022,2022-M02,Otro alojamiento turístico de mercado,Un altre allotjament turístic de mercat,MERCADO_O,,Valor no disponible,Valor no disponible,O,,,,
Turistas,Turistes,TURISTAS,02/2022,02/2022,2022-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,44934,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2022,02/2022,2022-M02,Vivienda propia (segunda residencia),Habitatge propi (segona residència),VIV_PROPIA,631.00,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2022,02/2022,2022-M02,Total,Total,_T,233165,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,02/2022,02/2022,2022-M02,Total,Total,_T,597.31,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,02/2022,02/2022,2022-M02,Hoteles y similares,Hotels i similars,HOTEL_O_SIMILAR,77668,Valor normal,Valor normal,A,,,,
