MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,245856,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,18.46,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,152665,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Món (exclosa Espanya),Mundo (excluida España),5000_XES,21.55,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Alemanya,Alemania,DE,78277,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Alemanya,Alemania,DE,-2.01,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,93191,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,13.73,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Països Nòrdics,Países Nórdicos,5100_L1,10788,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Països Nòrdics,Países Nórdicos,5100_L1,127.74,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,12913,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,170.71,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,5172,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,31.48,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Bèlgica,Bélgica,BE,2437,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Bèlgica,Bélgica,BE,-43.87,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Països Baixos,Países Bajos,NL,10299,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Països Baixos,Países Bajos,NL,535.67,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Suïssa,Suiza,CH,7501,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Suïssa,Suiza,CH,0.75,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,França,Francia,FR,3081,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,França,Francia,FR,14.47,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Regne Unit,Reino Unido,GB,19026,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Regne Unit,Reino Unido,GB,30.57,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,11/2016,11/2016,2016-M11,Itàlia,Italia,IT,1252,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,11/2016,11/2016,2016-M11,Itàlia,Italia,IT,-1.56,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Rússia,Rusia,RU,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Rússia,Rusia,RU,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,1363337,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,23.06,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1242445,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Món (exclosa Espanya),Mundo (excluida España),5000_XES,25.27,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Alemanya,Alemania,DE,553126,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Alemanya,Alemania,DE,28.92,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,120892,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,4.19,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Països Nòrdics,Países Nórdicos,5100_L1,79820,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Països Nòrdics,Países Nórdicos,5100_L1,48.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,91836,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,222.73,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,17448,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,66.69,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Bèlgica,Bélgica,BE,18938,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Bèlgica,Bélgica,BE,53.63,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Països Baixos,Países Bajos,NL,56073,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Països Baixos,Países Bajos,NL,65.03,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Suïssa,Suiza,CH,43851,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Suïssa,Suiza,CH,-12.92,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,França,Francia,FR,56917,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,França,Francia,FR,32.11,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Regne Unit,Reino Unido,GB,293405,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Regne Unit,Reino Unido,GB,-3.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,10/2016,10/2016,2016-M10,Itàlia,Italia,IT,30082,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,10/2016,10/2016,2016-M10,Itàlia,Italia,IT,18.21,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Rússia,Rusia,RU,10764,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Rússia,Rusia,RU,21.24,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2135543,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,10.05,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1861414,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Món (exclosa Espanya),Mundo (excluida España),5000_XES,9.14,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Alemanya,Alemania,DE,637899,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Alemanya,Alemania,DE,-1.12,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,274129,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,16.65,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,109152,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Països Nòrdics,Países Nórdicos,5100_L1,21.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,163059,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,33.56,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,33208,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-10.51,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Bèlgica,Bélgica,BE,31604,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Bèlgica,Bélgica,BE,24.07,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Països Baixos,Países Bajos,NL,71685,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Països Baixos,Países Bajos,NL,26.44,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Suïssa,Suiza,CH,64662,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Suïssa,Suiza,CH,7.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,França,Francia,FR,72786,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,França,Francia,FR,-4.40,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,577022,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Regne Unit,Reino Unido,GB,12.63,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,89572,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2016,09/2016,2016-M09,Itàlia,Italia,IT,24.80,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Rússia,Rusia,RU,16739,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Rússia,Rusia,RU,52.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2721370,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2.94,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2292425,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2.57,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,683755,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Alemanya,Alemania,DE,-1.37,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,428945,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,4.95,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,130393,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Països Nòrdics,Países Nórdicos,5100_L1,49.02,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,118925,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-27.62,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,63419,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,21.19,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Bèlgica,Bélgica,BE,37377,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Bèlgica,Bélgica,BE,-13.61,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Països Baixos,Países Bajos,NL,130345,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Països Baixos,Países Bajos,NL,71.68,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Suïssa,Suiza,CH,73734,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Suïssa,Suiza,CH,29.67,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,França,Francia,FR,133673,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,França,Francia,FR,-1.15,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,679851,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Regne Unit,Reino Unido,GB,-1.02,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,224214,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2016,08/2016,2016-M08,Itàlia,Italia,IT,-1.90,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Rússia,Rusia,RU,18109,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Rússia,Rusia,RU,76.42,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2760724,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,12.76,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,2359490,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Món (exclosa Espanya),Mundo (excluida España),5000_XES,12.30,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,694927,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Alemanya,Alemania,DE,7.36,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,401234,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,15.54,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,183679,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Països Nòrdics,Países Nórdicos,5100_L1,34.63,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,157976,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,-0.18,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,65406,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,12.80,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Bèlgica,Bélgica,BE,58759,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Bèlgica,Bélgica,BE,12.98,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Països Baixos,Países Bajos,NL,125292,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Països Baixos,Países Bajos,NL,47.21,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Suïssa,Suiza,CH,108427,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Suïssa,Suiza,CH,58.10,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,França,Francia,FR,134549,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,França,Francia,FR,48.19,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,668991,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Regne Unit,Reino Unido,GB,3.01,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,07/2016,07/2016,2016-M07,Itàlia,Italia,IT,143375,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2016,07/2016,2016-M07,Itàlia,Italia,IT,-1.06,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Rússia,Rusia,RU,18296,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Rússia,Rusia,RU,34.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,2223084,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,12.05,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Món (exclosa Espanya),Mundo (excluida España),5000_XES,1945565,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Món (exclosa Espanya),Mundo (excluida España),5000_XES,12.13,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Alemanya,Alemania,DE,648525,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Alemanya,Alemania,DE,9.97,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,277519,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,11.50,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Països Nòrdics,Países Nórdicos,5100_L1,140361,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2016,06/2016,2016-M06,Països Nòrdics,Países Nórdicos,5100_L1,36.75,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,06/2016,06/2016,2016-M06,Altres països o territoris d'Europa (exclosa Espanya),Otros países o territorios de Europa (excluida España),5100_XES_O,135413,Valor normal,Valor normal,A,,,,
