MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE
Turistas,Turistes,TURISTAS,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,491228,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,251576,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,2053391,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,3.56,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2.72,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-11.07,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,5.91,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,5461543,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,113630,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,149443,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,5198469,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,-0.66,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-50.76,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,6.63,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,1.40,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Reino Unido,Regne Unit,GB,Total,Total,_T,3691428,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,55725,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,38594,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,2019,2019,2019,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,3597110,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Reino Unido,Regne Unit,GB,Total,Total,_T,-0.01,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-69.44,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-48.15,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,2019,2019,2019,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,4.72,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,236800,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,69318,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,18164,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,149317,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,-18.10,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-6.82,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-26.84,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-21.38,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,124847,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,15172,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,6341,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,103334,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,-31.90,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-52.99,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-49.54,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-25.38,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,Total,Total,_T,69008,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,6353,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2730,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,59925,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,Total,Total,_T,-29.02,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-59.62,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-36.36,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-22.37,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,111953,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,54146,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,11823,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,45984,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,5.80,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,28.55,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-3.56,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-10.61,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,40448,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,5721,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,2817,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,31910,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,-37.20,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-47.24,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-54.55,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-32.64,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,Total,Total,_T,15391,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,3098,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Baja fiabilidad,Baixa fiabilitat,U
Turistas,Turistes,TURISTAS,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,11499,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,Total,Total,_T,-29.07,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-45.63,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2019,12/2019,2019-M12,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-17.41,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,294523,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,44791,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,37087,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2019,11/2019,2019-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,212646,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2019,11/2019,2019-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,-4.29,,,,,Valor normal,Valor normal,A
