MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,PAQUETE_TURISTICO#ca,PAQUETE_TURISTICO#es,PAQUETE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Illes Balears,Illes Balears,ES53,No,No,NO,5.03,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,667751,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,Total,Total,_T,1569384,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,No,No,NO,901633,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,Sí,Sí,SI,-7.24,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,Total,Total,_T,1.14,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Mallorca,Mallorca,ES532,No,No,NO,8.38,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,Sí,Sí,SI,97970,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,Total,Total,_T,218541,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,No,No,NO,120571,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,Sí,Sí,SI,-7.86,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,Total,Total,_T,-0.66,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Menorca,Menorca,ES533,No,No,NO,6.08,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,180443,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,517855,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,337412,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-11.34,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-6.26,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,09/2019,09/2019,2019-M09,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-3.29,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1165428,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,2726474,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,No,No,NO,1561046,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,3.72,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,Total,Total,_T,-0.88,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Illes Balears,Illes Balears,ES53,No,No,NO,-4.05,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,837233,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,Total,Total,_T,1776129,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,No,No,NO,938896,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,Sí,Sí,SI,4.58,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,Total,Total,_T,-2.06,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Mallorca,Mallorca,ES532,No,No,NO,-7.31,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,Sí,Sí,SI,135532,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,Total,Total,_T,341373,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,No,No,NO,205841,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,Sí,Sí,SI,6.02,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,Total,Total,_T,7.66,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Menorca,Menorca,ES533,No,No,NO,8.77,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,192662,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,608972,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,416309,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-1.29,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,-1.78,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,08/2019,08/2019,2019-M08,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-2.01,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1244688,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,2797835,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,No,No,NO,1553148,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,17.97,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,Total,Total,_T,-0.82,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Illes Balears,Illes Balears,ES53,No,No,NO,-12.05,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,920894,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,Total,Total,_T,1847160,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,No,No,NO,926266,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,Sí,Sí,SI,21.85,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,Total,Total,_T,-2.93,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Mallorca,Mallorca,ES532,No,No,NO,-19.26,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,Sí,Sí,SI,126854,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,Total,Total,_T,330226,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,No,No,NO,203371,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,Sí,Sí,SI,1.43,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,Total,Total,_T,6.18,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Menorca,Menorca,ES533,No,No,NO,9.38,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,196939,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,620449,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,423510,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,13.06,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,2.22,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,07/2019,07/2019,2019-M07,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,-2.14,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,1001204,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,2417052,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,No,No,NO,1415848,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-6.08,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,Total,Total,_T,-1.41,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Illes Balears,Illes Balears,ES53,No,No,NO,2.19,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,Sí,Sí,SI,706434,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,Total,Total,_T,1627804,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,No,No,NO,921371,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,Sí,Sí,SI,-6.92,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,Total,Total,_T,-1.79,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Mallorca,Mallorca,ES532,No,No,NO,2.55,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,Sí,Sí,SI,101319,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,Total,Total,_T,244170,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,No,No,NO,142850,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,Sí,Sí,SI,-11.76,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,Total,Total,_T,-2.84,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Menorca,Menorca,ES533,No,No,NO,4.66,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,193451,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,545078,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,351627,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,0.65,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,0.43,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,06/2019,06/2019,2019-M06,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,0.30,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,812871,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,1895243,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,No,No,NO,1082372,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,-1.93,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,Total,Total,_T,-1.79,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Illes Balears,Illes Balears,ES53,No,No,NO,-1.68,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,596142,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,Total,Total,_T,1321816,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,No,No,NO,725674,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,Sí,Sí,SI,0.09,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,Total,Total,_T,-4.48,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Mallorca,Mallorca,ES532,No,No,NO,-7.93,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,Sí,Sí,SI,71162,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,Total,Total,_T,135888,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,No,No,NO,64726,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,Sí,Sí,SI,-10.42,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,Total,Total,_T,-1.24,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Menorca,Menorca,ES533,No,No,NO,11.29,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,145567,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,437538,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,291972,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,-5.36,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,7.13,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,05/2019,05/2019,2019-M05,Eivissa i Formentera,Eivissa y Formentera,ES531,No,No,NO,14.68,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,353559,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,1314696,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,No,No,NO,961137,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,Sí,Sí,SI,15.39,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,Total,Total,_T,13.30,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Illes Balears,Illes Balears,ES53,No,No,NO,12.55,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,Sí,Sí,SI,321558,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,Total,Total,_T,1072257,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,No,No,NO,750699,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,Sí,Sí,SI,13.95,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,Total,Total,_T,12.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Mallorca,Mallorca,ES532,No,No,NO,11.40,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,Sí,Sí,SI,7065,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,Total,Total,_T,65158,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,No,No,NO,58093,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,Sí,Sí,SI,3.16,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,Total,Total,_T,46.14,,,,,Valor normal,Valor normal,A
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,04/2019,04/2019,2019-M04,Menorca,Menorca,ES533,No,No,NO,53.94,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Sí,Sí,SI,24936,,,,,Valor normal,Valor normal,A
Turistes,Turistas,TURISTAS,04/2019,04/2019,2019-M04,Eivissa i Formentera,Eivissa y Formentera,ES531,Total,Total,_T,177281,,,,,Valor normal,Valor normal,A
