MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO#ca,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,42276,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,4085.60,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,2146.36,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,2657.26,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,24080.10,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,3548.75,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,2433.93,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,723.93,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,03/2022,03/2022,2022-M03,Reino Unido,Regne Unit,GB,2313.01,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,3179288,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,149643,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,425087,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,967892,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,619075,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,393393,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,282914,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,341284,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1015.64,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1034.52,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1380.37,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1203.03,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1039.09,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,1297.39,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,795.41,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Mundo (excluida España),Món (exclosa Espanya),5000_XES,524.00,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,2211270,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,51087,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,301539,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,512946,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,540215,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,260694,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,249938,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,294851,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,846.08,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,742.46,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,1087.58,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,852.63,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,1075.17,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,988.40,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,275.56,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,389420,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,82253,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,41995,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,156429,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,40792,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,38225,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,15841,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,13885,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,956.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,1322.32,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,2211.23,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,765.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,791.43,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,1492.71,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Alemania,Alemanya,DE,228.17,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,578598,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,16303,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,81553,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,298517,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,38068,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,94474,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,17135,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,32548,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,3927.27,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,1113.92,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,5311.61,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,12522.28,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,901.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,5148.56,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,02/2022,02/2022,2022-M02,Reino Unido,Regne Unit,GB,817.10,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,2501443,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,83167,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,323469,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,759766,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,465172,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,280868,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,247982,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Resto de España,Resta d'Espanya,ES_O,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,341019,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,España,Espanya,ES,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,471.14,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,447.80,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Andalucía,Andalusia,ES61,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,549.68,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Canarias,Canàries,ES70,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,777.54,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Cataluña,Catalunya,ES51,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,444.44,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Comunidad Valenciana,Comunitat Valenciana,ES52,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,462.07,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Madrid (Comunidad de),Madrid (Comunitat de),ES30,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,444.00,Valor normal,Valor normal,A,,,,
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,Resto de España,Resta d'Espanya,ES_O,01/2022,01/2022,2022-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,223.46,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,España,Espanya,ES,01/2022,01/2022,2022-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,1854913,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Illes Balears,Illes Balears,ES53,01/2022,01/2022,2022-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,33058,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Andalucía,Andalusia,ES61,01/2022,01/2022,2022-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,245229,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Canarias,Canàries,ES70,01/2022,01/2022,2022-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,414292,Valor normal,Valor normal,A,,,,
Turistas,Turistes,TURISTAS,Cataluña,Catalunya,ES51,01/2022,01/2022,2022-M01,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,425996,Valor normal,Valor normal,A,,,,
