MEDIDAS#ca,MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#ca,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#ca,TIME_PERIOD#es,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,OBS_VALUE,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#ca,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,90630,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,29.61,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,31.60,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,23.09,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Món (exclosa Espanya),Mundo (excluida España),5000_XES,13.72,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,455105,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,441109,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,794,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,13202,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,49.55,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,49.14,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Alemanya,Alemania,DE,54.22,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,241304,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,139363,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,43733,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,58209,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,45.67,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,47.41,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,85.60,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,22.42,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,73705,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,72946,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,31.92,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,30.56,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,138758,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,122873,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,15531,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,37.45,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,35.46,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,66.94,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,França,Francia,FR,37268,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,França,Francia,FR,31263,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,França,Francia,FR,1816,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,França,Francia,FR,4190,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,França,Francia,FR,-22.54,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,França,Francia,FR,-12.41,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,França,Francia,FR,-33.18,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,França,Francia,FR,-56.83,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,72019,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,43796,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,1869,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,26353,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,33.35,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,26.17,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,"Bèlgica,Luxemburg i Països Baixos","Bélgica,Luxemburgo y Países Bajos",5100_L2,36.59,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,194099,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,170708,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,8474,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,14917,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,7.73,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,9.89,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,-3.95,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Regne Unit,Reino Unido,GB,-6.73,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,27491,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,9757,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,16208,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,2.17,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,-3.08,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,04/2017,04/2017,2017-M04,Itàlia,Italia,IT,-3.76,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,468900,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,389118,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,25985,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,53798,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-11.53,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,-17.14,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,104.37,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Món (exclosa Illes Balears),Mundo (excluida Illes Balears),5000_XIB,12.82,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,325442,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,305523,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,3327,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,16593,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-16.96,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-17.66,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,23.45,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Món (exclosa Espanya),Mundo (excluida España),5000_XES,-8.80,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,179432,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,176365,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,2786,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,-14.96,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,-15.07,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Alemanya,Alemania,DE,-16.17,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,143458,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,83595,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,22658,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,37205,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,3.89,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,-15.20,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,126.14,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Espanya (exclosa Illes Balears),España (excluida Illes Balears),ES_XIB,26.15,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,26779,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,26738,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,68.02,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,67.93,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Països Nòrdics,Países Nórdicos,5100_L1,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,46146,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,43419,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes,Turistas,TURISTAS,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Baixa fiabilitat,Baja fiabilidad,U,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-11.69,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,-13.54,Valor normal,Valor normal,A,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes. Taxa de variació anual,Turistas. Tasa de variación anual,TURISTAS_TVA,Eivissa i Formentera,Eivissa y Formentera,ES531,03/2017,03/2017,2017-M03,Altres països o territoris del Món (exclosa Espanya),Otros países o territorios del Mundo (excluida España),5000_XES_O,,Valor no disponible,Valor no disponible,O,,,,
Turistes,Turistas,TURISTAS,Illes Balears,Illes Balears,ES53,03/2017,03/2017,2017-M03,França,Francia,FR,7824,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Mallorca,Mallorca,ES532,03/2017,03/2017,2017-M03,França,Francia,FR,5124,Valor normal,Valor normal,A,,,,
Turistes,Turistas,TURISTAS,Menorca,Menorca,ES533,03/2017,03/2017,2017-M03,França,Francia,FR,,Baixa fiabilitat,Baja fiabilidad,U,,,,
