Provincias;Ramas de actividad;Periodo;Total
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010;439.458
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009;428.037
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008;442.563
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2007;465.918
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2006;448.891
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2005;423.358
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2004;374.022
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2003;352.549
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2002;364.676
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2001;324.759
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2000;305.710
40 Segovia;C. - De las cuales: Industria manufacturera;2022 (P);447.401
40 Segovia;C. - De las cuales: Industria manufacturera;2021;413.359
40 Segovia;C. - De las cuales: Industria manufacturera;2020;234.113
40 Segovia;C. - De las cuales: Industria manufacturera;2019;286.722
40 Segovia;C. - De las cuales: Industria manufacturera;2018;248.460
40 Segovia;C. - De las cuales: Industria manufacturera;2017;238.631
40 Segovia;C. - De las cuales: Industria manufacturera;2016;304.198
40 Segovia;C. - De las cuales: Industria manufacturera;2015;288.320
40 Segovia;C. - De las cuales: Industria manufacturera;2014;310.602
40 Segovia;C. - De las cuales: Industria manufacturera;2013;303.129
40 Segovia;C. - De las cuales: Industria manufacturera;2012;325.367
40 Segovia;C. - De las cuales: Industria manufacturera;2011;321.519
40 Segovia;C. - De las cuales: Industria manufacturera;2010;342.447
40 Segovia;C. - De las cuales: Industria manufacturera;2009;333.225
40 Segovia;C. - De las cuales: Industria manufacturera;2008;342.350
40 Segovia;C. - De las cuales: Industria manufacturera;2007;363.979
40 Segovia;C. - De las cuales: Industria manufacturera;2006;352.366
40 Segovia;C. - De las cuales: Industria manufacturera;2005;334.924
40 Segovia;C. - De las cuales: Industria manufacturera;2004;293.180
40 Segovia;C. - De las cuales: Industria manufacturera;2003;281.807
40 Segovia;C. - De las cuales: Industria manufacturera;2002;296.028
40 Segovia;C. - De las cuales: Industria manufacturera;2001;259.167
40 Segovia;C. - De las cuales: Industria manufacturera;2000;248.284
40 Segovia;F. Construcción;2022 (P);302.748
40 Segovia;F. Construcción;2021;242.162
40 Segovia;F. Construcción;2020;229.690
40 Segovia;F. Construcción;2019;288.558
40 Segovia;F. Construcción;2018;280.252
40 Segovia;F. Construcción;2017;287.215
40 Segovia;F. Construcción;2016;296.111
40 Segovia;F. Construcción;2015;271.855
40 Segovia;F. Construcción;2014;248.787
40 Segovia;F. Construcción;2013;243.103
40 Segovia;F. Construcción;2012;294.883
40 Segovia;F. Construcción;2011;356.307
40 Segovia;F. Construcción;2010;412.821
40 Segovia;F. Construcción;2009;474.407
40 Segovia;F. Construcción;2008;562.743
40 Segovia;F. Construcción;2007;524.555
40 Segovia;F. Construcción;2006;479.237
40 Segovia;F. Construcción;2005;420.528
40 Segovia;F. Construcción;2004;364.384
40 Segovia;F. Construcción;2003;311.611
40 Segovia;F. Construcción;2002;273.946
40 Segovia;F. Construcción;2001;253.846
40 Segovia;F. Construcción;2000;237.527
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2022 (P);928.827
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021;756.398
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;639.534
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;787.987
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;771.627
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2017;771.940
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2016;787.707
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2015;841.465
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2014;764.620
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2013;691.554
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2012;696.327
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2011;762.455
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2010;758.046
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2009;774.714
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2008;761.287
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2007;751.215
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2006;686.074
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2005;623.938
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2004;595.987
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2003;556.787
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2002;527.802
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2001;499.629
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2000;471.684
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2022 (P);715.674
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021;668.695
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;638.206
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;650.909
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;643.274
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2017;622.227
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2016;601.872
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2015;599.583
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2014;589.121
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2013;579.226
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2012;585.741
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2011;581.613
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2010;558.300
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2009;559.722
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2008;561.620
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2007;558.581
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2006;501.364
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2005;438.399
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2004;398.200
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2003;371.697
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2002;353.894
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2001;335.354
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2000;304.446
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2022 (P);918.467
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021;869.476
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;829.492
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;859.120
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;816.239
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2017;795.572
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2016;782.129
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2015;808.602
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2014;797.071
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2013;826.194
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2012;811.523
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2011;846.017
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2010;834.261
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2009;840.820
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2008;797.745
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2007;759.521
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2006;715.492
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2005;670.818
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2004;630.124
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2003;636.228
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2002;531.943
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2001;499.481
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2000;486.333
40 Segovia;Valor añadido bruto total;2022 (P);3.626.605
40 Segovia;Valor añadido bruto total;2021;3.301.719
40 Segovia;Valor añadido bruto total;2020;2.882.831
40 Segovia;Valor añadido bruto total;2019;3.154.876
40 Segovia;Valor añadido bruto total;2018;3.053.024
40 Segovia;Valor añadido bruto total;2017;2.951.059
40 Segovia;Valor añadido bruto total;2016;3.061.064
40 Segovia;Valor añadido bruto total;2015;3.072.797
40 Segovia;Valor añadido bruto total;2014;2.951.115
40 Segovia;Valor añadido bruto total;2013;2.916.057
40 Segovia;Valor añadido bruto total;2012;2.998.780
40 Segovia;Valor añadido bruto total;2011;3.160.023
40 Segovia;Valor añadido bruto total;2010;3.217.187
40 Segovia;Valor añadido bruto total;2009;3.242.914
40 Segovia;Valor añadido bruto total;2008;3.349.004
40 Segovia;Valor añadido bruto total;2007;3.310.342
40 Segovia;Valor añadido bruto total;2006;3.080.477
40 Segovia;Valor añadido bruto total;2005;2.884.371
40 Segovia;Valor añadido bruto total;2004;2.667.801
40 Segovia;Valor añadido bruto total;2003;2.543.335
40 Segovia;Valor añadido bruto total;2002;2.396.185
40 Segovia;Valor añadido bruto total;2001;2.206.536
40 Segovia;Valor añadido bruto total;2000;2.111.324
40 Segovia;Impuestos netos sobre los productos;2022 (P);350.789
40 Segovia;Impuestos netos sobre los productos;2021;344.988
40 Segovia;Impuestos netos sobre los productos;2020;280.878
40 Segovia;Impuestos netos sobre los productos;2019;327.632
40 Segovia;Impuestos netos sobre los productos;2018;324.932
40 Segovia;Impuestos netos sobre los productos;2017;309.065
40 Segovia;Impuestos netos sobre los productos;2016;316.813
40 Segovia;Impuestos netos sobre los productos;2015;313.988
40 Segovia;Impuestos netos sobre los productos;2014;293.585
40 Segovia;Impuestos netos sobre los productos;2013;278.990
40 Segovia;Impuestos netos sobre los productos;2012;265.918
40 Segovia;Impuestos netos sobre los productos;2011;273.715
40 Segovia;Impuestos netos sobre los productos;2010;289.473
40 Segovia;Impuestos netos sobre los productos;2009;221.515
40 Segovia;Impuestos netos sobre los productos;2008;290.112
40 Segovia;Impuestos netos sobre los productos;2007;370.313
40 Segovia;Impuestos netos sobre los productos;2006;373.419
40 Segovia;Impuestos netos sobre los productos;2005;336.388
40 Segovia;Impuestos netos sobre los productos;2004;296.199
40 Segovia;Impuestos netos sobre los productos;2003;266.566
40 Segovia;Impuestos netos sobre los productos;2002;238.307
40 Segovia;Impuestos netos sobre los productos;2001;219.356
40 Segovia;Impuestos netos sobre los productos;2000;216.956
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (P);3.977.394
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021;3.646.707
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.163.709
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.482.508
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;3.377.956
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;3.260.124
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;3.377.877
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;3.386.785
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;3.244.700
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;3.195.047
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;3.264.698
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;3.433.738
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;3.506.660
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;3.464.429
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;3.639.116
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;3.680.655
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;3.453.896
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;3.220.759
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;2.964.000
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;2.809.901
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;2.634.492
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;2.425.892
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;2.328.280
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (P);44.979.645
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021;41.574.995
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;37.457.375
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;40.899.272
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;39.602.392
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;38.290.656
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;36.674.889
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;35.977.849
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;34.874.431
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;34.178.911
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;35.176.248
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;35.975.602
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;36.088.994
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;36.212.661
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;37.343.698
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;36.583.847
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;33.827.726
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;31.564.901
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;28.920.958
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;27.002.966
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;24.914.393
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;22.650.676
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;20.766.561
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2022 (P);1.830.850
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2021;2.113.349
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2020;1.843.276
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2019;1.801.053
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2018;1.957.512
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2017;2.210.980
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2016;1.891.295
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2015;1.687.886
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2014;1.515.422
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2013;1.181.907
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2012;1.203.630
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2011;1.303.509
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2010;1.382.701
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2009;1.253.582
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2008;1.315.274
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2007;1.230.502
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2006;1.118.701
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2005;1.296.287
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2004;1.353.891
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2003;1.168.502
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2002;1.079.148
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2001;1.051.241
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2000;848.302
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2022 (P);5.841.879
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021;5.714.041
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.266.753
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.524.282
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;5.552.025
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2017;5.327.361
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2016;4.992.451
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2015;5.003.987
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2014;4.915.006
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2013;4.784.930
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012;5.126.828
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011;5.101.154
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010;4.969.274
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009;4.573.777
